Account,Failure,Success
2f3c6a4cd8af177f6456e7e51a916ff3,13.0,88.0
2f7a9c9514d09783e9f4159877dc80ac,37.0,63.0
30c3d18de32265d9a0510345fd6dac12,46.0,54.0
317d5338c2dd1182bd094370a1121ee4,0.0,100.0
31ca0ca71184bbdb3de7b20a51e88e90,25.0,75.0
32d189e408c9b44c80d83014648afc98,20.0,80.0
3385fd0e2a21e21835b3effdc2ec86cf,0.0,100.0
33f9679a317534e1f5cf3a9750a7a48c,31.0,69.0
3545258378f2a3566e4a823d0ad28a3e,11.0,89.0
36313c39a91e7913ecc0cc12e5ad7b3d,100.0,0.0
3741a74f9ef83f0954213dbc84619aaa,75.0,25.0
383d90be2b844cb06c80fc44ef6d567b,9.0,91.0
3983c99d475e80e874512a0bd582dcc9,1.0,99.0
39d3ea44beb4c0cf78bde4e16e98ac28,0.0,100.0
3a74864c593d71aa5eec4da27f11768f,100.0,0.0
3b8c6dc0b282e4aa77ac2a109dbc83c8,7.0,93.0
3c34604a79b889444149f4f226868fd5,41.0,59.0
3ed14dec416ac8e278f2375543bcf7da,100.0,0.0
3fa6337ffc1e0d497ac2f894b4ae7084,0.0,100.0
408d5bef7badea16a94ad4131dff3dce,100.0,0.0
40f4775d64533ee66e3e20ae64228661,56.0,44.0
41b0db49fd10d95920281dead0710f58,0.0,100.0
41de90c717ed710bbfc3e3a37b5f430a,10.0,90.0
41f87c79a2fb369fdb2aa2a1060a9a83,100.0,0.0
43034f3b0edfd1513d2ad87c7e387ac9,0.0,100.0
432267328656d29d7ca6f72297aebb9d,100.0,0.0
4462bf0ddbe0d0da40e1e828ebebeb11,0.0,100.0
463305739b212edcd50d4df28ea21663,0.0,100.0
4638d1da77f03887a24cccdd583b38a1,100.0,0.0
467c89d5b3e204eebe33ddbc54d905b1,5.0,95.0
47817658c89f15d634d488fabe77d4e2,46.0,54.0
47a5feca4ce02883a5643e295c7ce6cd,17.0,83.0
47f1adc470baaf1874d79dc4144af95f,0.0,100.0
48cbc627414bf287975149cb268ebd9e,0.0,100.0
497aa134143557a83712fcfa7c503eb0,0.0,100.0
4a91f7314e289f078ec79edba82bc972,0.0,100.0
4aff4e2601625effb12ca78354f06d18,99.0,1.0
4c1ed2facc7f349e4810f522a6ea9990,79.0,21.0
4dc94b0c76d24ea9589a5a9d9281d005,8.0,92.0
4e5afc2f14dbfba8d6eb8a76697acbb3,100.0,0.0
4e87337f366f72daa424dae11df0538c,100.0,0.0
524ef470750593be393c662669144abf,0.0,100.0
53414900e2f2c28c88f5bb5ba754c49b,100.0,0.0
542fc94a9de4c6a445290d7455baec31,0.0,100.0
55fc6a1ad0e0e6d08e340a8b92bf5940,33.0,67.0
591e395e0488a4ea1c02c648e94226e5,0.0,100.0
5921c3ce65d4bb3a937371d88ea2d053,2.0,98.0
59fae23e31dc90b03927c608acc7337a,0.0,100.0
5a4e1f98b2c8560d0a4d8206f4fa2f09,11.0,89.0
5b2e089a479d226c9ba86b9dde4df4c4,71.0,29.0
5cedc21c731cd7a75ed1cd89be0eff97,100.0,0.0
5e1c1540e4009cf2e4e7a380d55ba300,4.0,96.0
5ff6f0023a5e1354b5e35a662b18b9e0,100.0,0.0
600950162e6e9522f469c23f7d99fc95,100.0,0.0
60ca0083f9f3c57b8a91c3022d460c55,0.0,100.0
61e93e57223c88f7e75d968443eb49b5,100.0,0.0
64126291a78b0949415681f9c9e8446d,75.0,25.0
647bba344396e7c8170902bcf2e15551,87.0,13.0
65c4558240c6d4a68bee536aa6bca958,0.0,100.0
668f514678c7e7f5e71a07044935d94c,17.0,83.0
67ed5d53450537d929bca84e0289813e,73.0,27.0
69c418c33ec2e1a4267fa9bb77fa1428,5.0,95.0
6a12f449790ed7be96d77aa4c7d9c1c1,35.0,65.0
6a960b6483506b697836bd6a0a6a8e6a,0.0,100.0
6b3575c997eb8e46e71f91752bdfe41e,33.0,67.0
6c18d13e9a2e04855a83a6ce1a9117fe,100.0,0.0
6e117946c3865270453226df079b8d5f,35.0,65.0
6e98ab43fe8f5cbbd0141d570769cf6f,0.0,100.0
6f4b7fd3eea0af87f9990faa8e3287f1,24.0,76.0
700f1f2ca25ef70ea0a8e7796ab38cc4,100.0,0.0
71c5ac516da3a947454404f77fbbf58a,49.0,51.0
72e81de94dfc0373b006ca75e9c851a1,6.0,94.0
7494d0d2a566b7525b4e9b4d0eae43b5,75.0,25.0
758874998f5bd0c393da094e1967a72b,100.0,0.0
7610db9e380ba9775b3c215346184a87,100.0,0.0
776b55b5ec8eda392aec950f51b2e1ec,100.0,0.0
777081377d8fa759d557429c4a1932d8,4.0,96.0
7a9e5de95f737b31cb6dfe05b616e644,36.0,64.0
7aedaa9271fdee6dc5b0d3e9858e1cf1,0.0,100.0
7af61e5f524cea0e7dab3a8dfc4c00d6,0.0,100.0
7c7378fdb4fc64ec517dc024e8f2bb89,30.0,70.0
7cc59604599fcb316d7059ea5dc50115,83.0,17.0
7dc3338d429a3114842ca29dbbfccfef,34.0,66.0
7e3ee3406563d7f446f46ed6bb6fdaaf,0.0,100.0
7f9bcc33944cd0718a62665e934f7653,50.0,50.0
80b34c84a6e5ed25df112c11de676adc,5.0,95.0
80fb4992512aee197de5c444c5b0a448,100.0,0.0
818e9b09babdd65d130adad9a4ca9274,44.0,56.0
8191dd9a092c97bf36d5f6741cf533ad,24.0,76.0
81ee6a28f3d45e75ac4032cb7b2a1f8f,0.0,100.0
820f7970418d010d52a1c1db2d3c1d65,100.0,0.0
840fdedb6d650bde4fa6eba64a46f1c1,95.0,5.0
84572958cc9ed4757faee15474cac0c1,100.0,0.0
849db8ef492a08f7469cf0bdcecbc22e,11.0,89.0
867c316d974d1d526d0f9106f4d01c55,100.0,0.0
8702581b10fc44c8ee9021a967744624,0.0,100.0
8710ef761bbb29a6f9d12e4ef8e4379c,2.0,98.0
874d0049df81546e041a1d82a75f5046,0.0,100.0
8a56411e564e1b19f84c7481ef68b41a,0.0,100.0
8cf2191bdcf8cd1b8c58e20d6502a774,0.0,100.0
8d9aa1e40909b42b758c822003c4b983,3.0,97.0
8ddbd719fcefe4960eb426aada20f825,5.0,95.0
8eb6146109901d8476f13b19f5706203,100.0,0.0
8ef4b67e285d6b5ab177a181f802c920,0.0,100.0
8f1324499203fd0a19c558c8c67971ad,0.0,100.0
90794e3b050f815354e3e29e977a88ab,0.0,100.0
90e08c6d15d206857d4fd54fa2f334bc,0.0,100.0
9179a6b3fe86970595bc6ccd5af90dfb,3.0,97.0
91bc333f6967019ac47b49ca0f2fa757,34.0,66.0
925e0aa12e621c382565c9b20433bca6,0.0,100.0
92f64fe558637b3139036adb8d5ecd14,0.0,100.0
948529c15f6a06ee5f21a19564477fba,83.0,17.0
949686ecef4ee20a62d16b4a2d7ccca3,31.0,69.0
94c99ab8503382b521f533b59bba8ce4,71.0,29.0
959d83db456f69a7ca5a7d683cc52f89,100.0,0.0
960a11a4601a7c97b0c171654688d787,0.0,100.0
97340a12cbc7ba7e072907aa669843f4,0.0,100.0
97463af2e9ad2d9b6b5b377eaf03f049,100.0,0.0
987abbb401850a3f9d10dc85a625c0c9,14.0,86.0
9aed5f6c4e7930b325c5e4ae3b95c606,100.0,0.0
9dab9b6917d37dba5cb6d897f9649cc5,88.0,13.0
9e36d5294d8f32155b8178bb26fd024c,18.0,82.0
9f4e6191eb2449f9ae6b0d7916bc1e17,0.0,100.0
a1b22c44ffdc29c11284b0fb2742d89d,100.0,0.0
a26508d81dd3592b9b8dd27bf8c82e80,0.0,100.0
a3cf6b51ac04a41f0875755cca6fdc5e,16.0,84.0
a4f32d3183be54c56a76dbfc8b992eb3,100.0,0.0
a57e40ec230ff3f9c17fadf6ae6b6577,42.0,58.0
a5e2199985eaac52738618e33cb751cd,23.0,77.0
a6796dbc0e26e42775f1ab72b9fa1b3b,0.0,100.0
a6efc3c4d6322a0d73c7a1e88a8a8b55,81.0,19.0
a776bbd01d5a0f7f0a4f5cf28b36a65c,0.0,100.0
a89c6a322a673042d64937409ad0d287,100.0,0.0
a9e1944b39bf72d5222e1e9585e6c08a,50.0,50.0
aae86d5288085041f684fca44422f4ca,0.0,100.0
ab394288aed46588bdc90bf4b541ec0d,0.0,100.0
ad8d3a0a0f0a084a97fad357c649438c,0.0,100.0
ae581798565c3b1c587905bff731b86a,9.0,91.0
ae5e1c059c7ffdc255272f3b0def8b79,0.0,100.0
b1606b159abc283677c84d68e91ec97a,42.0,58.0
b589889a75048f80f0d1ce793c6382cc,100.0,0.0
b6b3e0c60292f95cad3abaf272f459f8,51.0,49.0
b8e5a81af619976819edcd64094d63d9,50.0,50.0
b9bf2238bed8f20b75358d8f5d2dd332,60.0,40.0
babd046c02ed033d6633ccb5bc12e57e,100.0,0.0
bb5a9482a2dfd06d2e68299a8cabdf31,0.0,100.0
bcc4f9f4940fe8a52f35d46469931fc0,0.0,100.0
bd5af7cd922fd2603be4ee3dc43b0b77,3.0,97.0
bf9452f935bd53b41c9c7b441423d815,13.0,88.0
bfb542eee7ebaee0d567b99b69baf7ec,0.0,100.0
c0df98ebd81058683de4b89e9bda1fc5,0.0,100.0
c1d2812e7562e2eb5de5a162cbbe1eb7,0.0,100.0
c736b91eecdcfc795549afee33c96ce4,50.0,50.0
c885743821cce93ad525c5919aa9faa9,0.0,100.0
c88e0ce62215f2eb6e91e04fec14c4da,0.0,100.0
c8c91941c44ee273af84ef092c01a0b1,4.0,96.0
c8d4cd1cfcab98505b0764d8fb3dca1b,100.0,0.0
ca0cbad41086a21916e8e76c7c062ae1,14.0,86.0
cb2dc70c84b332c8e5aef3045e20c16f,0.0,100.0
cc8c609563d2b30f18b01c0fa9e684b3,0.0,100.0
ccf98ac36118703559808ae6e64f22a1,0.0,100.0
ceb0595112db2513b9325a85761b7310,21.0,79.0
cedebb6e872f539bef8c3f919874e9d7,27.0,73.0
d039d0f492c3378b372d83542219ca8a,0.0,100.0
d312e6a8dd81e4a0fca59ebc3915e5e0,100.0,0.0
d35a34476be067a04fa756c8c0b7dfbd,0.0,100.0
d4135ac18210c50bd7f2b40e99f42ac5,0.0,100.0
d533ba5e829b0543093a45e1d8398bd7,0.0,100.0
d601a34f9bca04e0db3d7d4b779b7481,0.0,100.0
d6b572a5481f1708192a1dc09ded07fe,27.0,73.0
d880067f879409df09ac50ba315707aa,0.0,100.0
dbc97b125b9f02dee3823b2ca58a0f2d,0.0,100.0
dcd68320d762579423e846dea3179930,100.0,0.0
dda4bdea15022bac2479280f775d1fb7,0.0,100.0
dfda491fa263fb10e68ea6a7de049a39,100.0,0.0
e0ae59981983bd3bd98e070098e84bbe,0.0,100.0
e18ab189b2fcbc7ee50266b4b6c0af98,0.0,100.0
e538ebf6aa9c832b718fb73d770c1245,51.0,49.0
e6cb2a3c14431b55aa50c06529eaa21b,38.0,62.0
e6ef568b114d2c91db0320578e50e0dd,45.0,55.0
e71fceaf910b1065b49f118cbde48313,0.0,100.0
e820c40d01568fe53566d73d84c80b50,0.0,100.0
e94378d015c20a82b0585c1011f97d7e,10.0,90.0
eb840fce767293ed769b0e5ac37d4554,2.0,98.0
ece15b23555793f8ba30f202afc924eb,0.0,100.0
ed37d732c48f5a4376c7cd585d82ab8f,0.0,100.0
ed4e17d67f76e380e297298c8629c38d,100.0,0.0
eed054ecd7a0a544cf73292836023ffe,1.0,99.0
efa4e6f5c6359cc2eadc5d731716468e,0.0,100.0
f04cd7399b2b0128970efb6d20b5c551,50.0,50.0
f269cb7796c3319c9aa4d146b52139e6,40.0,60.0
f3ed1977e3554ea76e333ff63ff2e940,27.0,73.0
f5c317aa2c2a1fd626033cc086a2471a,99.0,1.0
f5f0711534e0b5d69c8e4206dd17cd88,2.0,98.0
f60ce002e5182e7b99a8a59b6d865a12,22.0,78.0
f656f38a9dbf4d6727896f8e0dc5e73c,94.0,6.0
f6c4718557e1197ecdbe1b7ff52975d2,100.0,0.0
f7fadee7981a4eb09971187ead481451,100.0,0.0
f816eab00ca58118bb9228edddd833aa,56.0,44.0
fa765385974e57a965b0081088fb547d,0.0,100.0
fb52538ee970026501864b2272852dc4,0.0,100.0
fc6abf7b29980aa85f2fb4b97682190f,0.0,100.0
fcff94e3a5fc07b69e42a97584a5b761,100.0,0.0
fe29797ff17991c1e35eb71164d4b951,0.0,100.0
ff111e4a5406ed4024a901c57e811167,4.0,96.0
ffba7a186e5c46af6567af2e456fc1a0,0.0,100.0
01657d0923fcfe6b240ac1d182f998ea,0.0,100.0
0180e9a354eccc55463ae4c11abfc5f4,100.0,0.0
03e3ae4dc11a6abfcd5683caea151a40,90.0,10.0
05c0ea71086013588050cb7762de5385,77.0,23.0
0699d72f474c31efe0028155463cd8a8,0.0,100.0
06d5ae105ea1bea4d800bc96491876e9,100.0,0.0
082e8c0e2b18920a3d5fcc6c3c109114,18.0,82.0
0a55079ea003674ae2145b02f03ff27d,0.0,100.0
0aa009391d33cae0536040843c3f6735,100.0,0.0
0af7b7a01a2b6eb43c4b6bdac55638a0,0.0,100.0
0ca28c19a7db0b4d5e3f17829bbe29b8,100.0,0.0
0f178c4bac39101d7d38a61e4c420b26,0.0,100.0
0f9053387dacda6fb815ba281b083d44,51.0,49.0
10dc53afdaa7860aff51b884f303b0df,60.0,40.0
110a186a520a14d6ecab41ff9c083741,6.0,94.0
12193fad4bb0e2812a44dc7425186b0c,2.0,98.0
1517c8664be296f0d87d9e5fc54fdd60,0.0,100.0
1553773a09c13add30068d584a4e14f3,0.0,100.0
1558417b096b5d8e7cbe0183ea9cbf26,100.0,0.0
1accc1c92278a9bc2bbc6a8002026b25,84.0,16.0
1bf6967de9dde6cd60f8f894bf309d3f,63.0,37.0
1cc41f4ab8528178818a29b9ef5fabbb,0.0,100.0
1ce9b89d11a521e039a3e0ce4027d156,50.0,50.0
1d9520cc0635e5fa8a8e565e92541a97,0.0,100.0
1dc3a89d0d440ba31729b0ba74b93a33,75.0,25.0
1ef67ab052500c072f5447ed37300b1d,6.0,94.0
1ff1de774005f8da13f42943881c655f,100.0,0.0
21bd61bdd9d7ba7b0f5c6b806ec01262,49.0,51.0
21f3d3617d918301203e6d1515a4c349,65.0,35.0
2252b347a04841cf0c35467a47d2cc29,100.0,0.0
26ec59f975f3c0091b154025dc43a226,100.0,0.0
278343ac714751e68175058a9bfb4e43,0.0,100.0
2a5a0ae9dc9f6e54fca5f0f61b0e9b5b,57.0,43.0
2a6cd628e0921570e6671e6b1917e926,60.0,40.0
2b1905b5d4641830901acf76c957cfb1,100.0,0.0
2ba596643cbbbc20318224181fa46b28,34.0,66.0
2cbc117bacf0afa92380905d9b99281b,100.0,0.0
2e8c9ec0a94375617e4f142e6156c2b3,99.0,1.0
2ef8781369f660c4e873bdf5fbf863d4,2.0,98.0
2f4cc1c9b0bf8590aec21e9127181e09,0.0,100.0
307f537c3f8d870aa44418b8f0213c07,100.0,0.0
30b156aaa9e421081ba1235658abc523,0.0,100.0
317c1e0e89220eb5118ce326fa9d993e,0.0,100.0
34be90676412d14c80f85809d8e3b97b,100.0,0.0
3724b218f56fc9192efa744b62f4bd1c,0.0,100.0
391853e94b81478f1678ad15543ce20a,47.0,53.0
3b6bd018360bb5464e081274b7e9467b,0.0,100.0
3bf55bbad370a8fcad1d09b005e278c2,100.0,0.0
3cfd7328162ff668a881f7e275a1a01d,100.0,0.0
3e2449ebbeb149857a783b0845c671c2,0.0,100.0
3f7de138c8acede31e9a949fe5d6f9e8,100.0,0.0
440be16e6577fac91de2fbfee4b91503,67.0,33.0
4496bf24afe7fab6f046bf4923da8de6,5.0,95.0
4595ea045073614962feb062e2396b9f,0.0,100.0
46d361782608fdbb1b4f3bd6cf5e31f3,0.0,100.0
46f3eb0e98ba1f34a396ebc7a9ba9f7c,100.0,0.0
487129304eca93e3646dd0c7dd441bf5,3.0,97.0
4ee0ece946bb41031a0f2550467f3546,0.0,100.0
4ff6fa96179cdc2838e8d8ce64cd10a7,23.0,77.0
50acb95527b5b98d6a41b41cab45fe6c,100.0,0.0
5148de37b36193bcf588c1bc4a3833c0,7.0,93.0
5531a5834816222280f20d1ef9e95f69,0.0,100.0
5607fe8879e4fd269e88387e8cb30b7e,100.0,0.0
5807a685d1a9ab3b599035bc566ce2b9,9.0,91.0
58efaf15321bf4da55b2e668b73657c3,5.0,95.0
5b52c2a49dc6e0b0f512ce11c5e4fbdc,18.0,82.0
5bcd64be156de0ead98f17c3e8738885,100.0,0.0
5d2cbbbc9b4754cc72672b40296c76ec,0.0,100.0
5d44a2b0d85aa1a4dd3f218be6422c66,100.0,0.0
5f2397a240ce3565d4d3b82b0db2fc65,0.0,100.0
61fe616efad31ae74399ecdd090ac14d,100.0,0.0
64d28904d3ab5462b1a8af44857c151b,0.0,100.0
670033913ff8547ceed712ae4c5d5a2d,34.0,66.0
674f3c2c1a8a6f90461e8a66fb5550ba,3.0,97.0
697d9e52caed2849d7e146c5f8c8c0d5,0.0,100.0
6b7e40ca8950edfbb072071654c3066b,0.0,100.0
6e7779e8eb6f0e0ab828f25c966aa225,49.0,51.0
6e7d2da6d3953058db75714ac400b584,100.0,0.0
72f94a07442890cb36523803be008f17,59.0,41.0
7493c1741d0bb92fd7dc521a51042b84,0.0,100.0
74ff3b6fab96793bdf130c309628c4b4,100.0,0.0
75096e37873d85045640e9f3fcfc182a,0.0,100.0
75ebb02f92fc30a8040bbd625af999f1,100.0,0.0
766e319feda9c5fe35f577388e9d3081,10.0,90.0
76c42f402974cd5d662932db335c6221,100.0,0.0
795c7a7a5ec6b460ec00c5841019b9e9,100.0,0.0
7974dc9314dabaab55462b7ab1b3d3c9,18.0,82.0
7b93e5f6737b062ac280b16064851446,25.0,75.0
7d13247818304f55070dbca7e4274d65,91.0,9.0
7d4367714de5c7cc0fb7a12cd76b5a10,100.0,0.0
7e7e69ea3384874304911625ac34321c,63.0,38.0
7f272b86ea4f734837b281ad960be2f7,13.0,88.0
801e72ef2ebe2b80ef71fb8b968d9b48,0.0,100.0
81d3375f4b525684d89ad5907b32f8a9,87.0,13.0
822461fe4fd9e52c886b98f1b4ba458c,78.0,22.0
84ea2d894d6ef688084b36e59e2d9999,20.0,80.0
861c3ad6224d443664f925552d2255a1,0.0,100.0
887433a50673fa4cf734b14ba787c8b9,17.0,83.0
893cba398418b8cfd0fe1a08e83f6224,0.0,100.0
896f77a29c9390ba92fcf89374efeada,0.0,100.0
8a6492305a5fbcdcdd1a7f5a90764c07,100.0,0.0
8a8d8c20e667b10dbd2c56801d0e3805,47.0,53.0
8de3f64f6326c5f8b7056bd0b1d729da,0.0,100.0
8e621619d71d0ae5ef4e631ad586334f,50.0,50.0
8f04ac8eadb8a829a4c2117ade0f23da,6.0,94.0
903e3d25a3da9498a77d4b72432b98e2,0.0,100.0
9377e91beb4b28f3f27a6c7060b8fc2a,0.0,100.0
94c6b1d6c1c454fc8ccea6e5f5a082de,0.0,100.0
94cd1a66360c6dd0f1328bd989f26a99,0.0,100.0
9542f2f27285580fe8d6aa82e179ed28,0.0,100.0
955fda27a2b8c63b1a738968656ce939,46.0,54.0
98ca71ddc4a8306c1f822ae5123be344,100.0,0.0
99263b62e29168b51f39db7a0836965b,100.0,0.0
9ac1382fd8fc4b631594aa135d16ad75,86.0,14.0
9cd9550491104e2d0a8d57805ca76836,0.0,100.0
9d7f6fe926fac1ccc6c2cc32c94d8238,100.0,0.0
9d9a7c23c3fef5fcdccf9ed4631a33b1,49.0,51.0
9d9b6df568499e7a2b1e4091229913f3,4.0,96.0
9f4cb1fef50363b90192914d7b2b31f8,25.0,75.0
9fc3d7152ba9336a670e36d0ed79bc43,63.0,38.0
a10a26631d45928cb8be4ebabbee8b8d,7.0,93.0
a1e1f162f218dfeee8c0eb887f0c57d0,0.0,100.0
a226c158804add41d2c6f68be9ef731b,0.0,100.0
a48564053b3c7b54800246348c7fa4a0,41.0,59.0
a9a0fade5a9e1e3ad02e2e730ff3378c,51.0,49.0
a9f8d5b7181607ae10e19d6751442bc2,100.0,0.0
aa6b7ad9d68bf3443c35d23de844463b,20.0,80.0
ad2aea3bbd1050e84e2a0f0b9fdeea1d,0.0,100.0
b191b91cbd52c3fcff21b16d6aafa259,100.0,0.0
b2e65e738c327d1a8c3c27092d00b6c1,100.0,0.0
b325f6f5597950ec6ba7cce1e82f04d2,0.0,100.0
b4c09291255e39e37e6eaf492991d330,33.0,67.0
b9551266e38ac745fdcc24e69da4145d,20.0,80.0
b9d61450739210f3d3f6e122a43ddb11,0.0,100.0
bc02c3189f98e081dc7884feac82de6e,31.0,69.0
bc475ee878093039d641e94e5345fe25,100.0,0.0
bcaad45dcf4ad3e57d8f1c22266c69c8,44.0,56.0
c27216bb9c450c0c529a5d3a837dc817,37.0,63.0
c3948f0d30ae46dbe4accafd392b3e46,100.0,0.0
c5e212421256cf0dcf335940944bc162,100.0,0.0
c80d9ba4852b67046bee487bcd9802c0,0.0,100.0
c8d07e8982eec15cf1002efafc1d7cf8,2.0,98.0
ca1e7c16062816dd5c888af7ea5afa0b,0.0,100.0
ca9e2abfc4b54221804d727d207accb1,100.0,0.0
cd5d786626b990d098e0407af7478475,100.0,0.0
cdca41db5ada4bf3e8e608a495066165,100.0,0.0
ce052ea95dfe35291c6fa7fcf8819492,25.0,75.0
cecd01c1eb84f4f0f2b48e121c8a62f5,1.0,99.0
d0d7861372c4b545496c2a2b5c4a62e3,0.0,100.0
d3291c2554192b5d7729a1730c92f3e1,0.0,100.0
d37a453951288d88fbd05288ab3c11cd,100.0,0.0
d454766e392ac21320cccd0b55ecba00,50.0,50.0
da0d1111d2dc5d489242e60ebcbaf988,60.0,40.0
dbe2ec22cee2bf4699ca1c0629805450,100.0,0.0
dbec0010cebb295ffb1d96b0af9d77f8,13.0,87.0
dc33e31c39c141adff52d67a0718b867,18.0,82.0
dde4d6793dce955cb401d62f241e51df,28.0,72.0
dfc2265814379a113508acf4d215b7cd,51.0,49.0
e27455a76961ba5843915685a2a1f90d,100.0,0.0
e2d05fe61187d1bc4928a253d09f087e,100.0,0.0
e3030406173074724559c34666f5830f,0.0,100.0
e50f0810cc8227bfcd21d2ec333c48de,0.0,100.0
e558b4076533c2d1423729fc03d79ad6,0.0,100.0
e74843b99da8b29775c6aa9080436844,0.0,100.0
e820b5609687659b4fc71bb4f2e9c95e,32.0,68.0
eac626340b6ff134e38fc5b7b1f14974,38.0,62.0
ebf51cc89fabd1246021aa123704d1bd,100.0,0.0
eeccf3dcdfa0ee5bd3a283e146b06626,0.0,100.0
ef11c94847ffdaae6df84356ee27cf20,0.0,100.0
f011764aa39e28db078bf2d44bd5c81e,67.0,33.0
f08458e1c0495cc433649fb97e2d4ba4,84.0,16.0
f1282bc2b5490a62a0efc75c6da1353e,0.0,100.0
f1f904947b93e2b75be65a0930d1b695,72.0,28.0
f42a37d114a480b6b57b60ea9a14a9d2,27.0,73.0
f46f61cd63260f08d5e9873280cfb833,42.0,58.0
f5e9e329e1bc1ae7c49d22cef556e797,100.0,0.0
f6096f8dd13f456db9ce806e41493b51,0.0,100.0
f6acce526cd7465d078bfc6edf8186c0,0.0,100.0
f74b2f69b04f02d8f6c8ad399cb11645,100.0,0.0
f76136f54d14a3345951f25b7932366b,100.0,0.0
f7898aca8f3ab8d5aede5b6d1dba61aa,0.0,100.0
f861aa27e08ead5195342b2412f525f4,0.0,100.0
f98ea412a25a9806abc55ff5aef08bae,100.0,0.0
f9c6f82cb3e872a20e6a310f33a9c450,0.0,100.0
ffeed84c7cb1ae7bf4ec4bd78275bb98,21.0,79.0
0043182ba7d89227317c69636fa526f2,0.0,100.0
00532c4adc6d5dadb6d58e9de817b59a,44.0,56.0
016669d2649ea531365419cc792ef8bc,2.0,98.0
01b5df4ce38b543427a9497df6a6e55d,57.0,43.0
03c43589452000a51ef6f564776020a2,0.0,100.0
04a1bf2d968f1ce381cf1f9184a807a9,1.0,99.0
04ecb1fa28506ccb6f72b12c0245ddbc,95.0,5.0
05c7ac946880ad7eed28166b478c7277,68.0,32.0
05d341cd809694e4e44660c97c11e8e4,67.0,33.0
06138bc5af6023646ede0e1f7c1eac75,100.0,0.0
071aece5dadee7623302182c4b4d238f,100.0,0.0
07dc67551a4077f54d352c167bfb1b6d,0.0,100.0
0808f7df778520ed04c75f8d0ce0c44c,100.0,0.0
082d37565d86c5f7dc93a3d11f9edfb4,0.0,100.0
087d2849417bebba8f772a34eae096e3,100.0,0.0
0a7c5acfd5d2e3f8c5efb3a9f9f465f3,49.0,51.0
0aa1883c6411f7873cb83dacb17b0afc,100.0,0.0
0aa886105b1ba7a8db845491110a5bb7,0.0,100.0
0c9fd755f1e941587cabab631a81f89e,73.0,27.0
0cb15d2da6aeb47c10fee170ae37ec89,16.0,84.0
0ea841a00684473af118beb024287ce3,100.0,0.0
0f361adbc11cad08a4f36ab42780c0fa,0.0,100.0
0f3eb14efb06f63c7da89619fc2bdbdb,0.0,100.0
0f9447c0f2b0d49e7f24c4c2e6f3bda5,11.0,89.0
0f9d99f598cb439e8e733a3c7bb9892c,3.0,97.0
11c3bc83e4a0ecfb01176e866d97435f,0.0,100.0
12bfe8169664a265eb2fd8b9fd067b05,14.0,86.0
13b84e27ae884ad0a24d817d23b75be0,58.0,42.0
14a7008203a7a8e4ebb7abb51a4b4637,0.0,100.0
1694d213f1a463560a0a1b142de02296,21.0,79.0
16c9a11533b606e30508aecf89398170,0.0,100.0
195e3b79a3274c7a35342c0ecf371b20,20.0,80.0
19892cd2c9d27c15d20cc51febb03be3,0.0,100.0
19a443dff441745da8693e0a9fee81d6,51.0,49.0
1c69de363482d0cbc9b6da97cb49757a,100.0,0.0
1c7ad4cee2edafdb6d16b155d2421b77,0.0,100.0
211ed78fe91938b90f84a51944b08d5a,0.0,100.0
2451de50d2dddd51f68c32c2a564b300,69.0,31.0
26fe2df68a9dc9b2aadd23976d7cae48,0.0,100.0
28b6e9ac2e9653828c1b1c18b101b27b,100.0,0.0
294e7ce74be7d8ad1f8b4074e9e6ba07,100.0,0.0
2990d25f0152b653b68bc2f7994a05f1,69.0,31.0
29ccd48e559a99dc8054041bc90be347,5.0,95.0
2a1d34135c9e8ef1c6f8d5078c51712a,22.0,78.0
2b5a0385f3efe2e2a7e088fc0311a33d,47.0,53.0
2b8a61594b1f4c4db0902a8a395ced93,7.0,93.0
2c5f83d0bfb61e0cebc37ba5ab7f9573,69.0,31.0
2c9ec71f040ae43b350159093c4401bd,42.0,58.0
2d321b74176afd496ffdd4240de35f97,50.0,50.0
2d7e78eb4da9271e936cbb5745cb5f83,0.0,100.0
2d969e2cee8cfa07ce7ca0bb13c7a36d,17.0,83.0
2d9e7c03d8f936fba6b211b0b9147447,100.0,0.0
2e0d41e02c5be4668ec1b0730b3346a8,39.0,61.0
2e6acfbf608843554a2621b903f87409,41.0,59.0
2ed2083bf1107ac5e794d2845c1f7bf7,54.0,46.0
310cc7ca5a76a446f85c1a0d641ba96d,10.0,90.0
32a9499124964b7f18c19a85d13c1a05,0.0,100.0
33b2db40961e2919636d06f5db60a964,93.0,7.0
33d06abacfaec40e2da0d9a46007c758,100.0,0.0
38263b1bf2eae961299270e20d9b12fb,20.0,80.0
383df222b83e1c6dd536dd72ff48ce09,0.0,100.0
3848fdcafd0ecb75391f8b9c8b7599c3,0.0,100.0
38b4fac8bdc26d87809acc7ccb75da8e,74.0,26.0
38c6bc5cf8aad6cd719ffae73bd4190a,0.0,100.0
3b10f30f5a46ab8ed88d5d0fa678aed0,24.0,76.0
3e6260b81898beacda3d16db379ed329,82.0,18.0
3f6de4da8480ac363897d3ea0d5144e5,0.0,100.0
3fde502aa65e2ce159a2a255ac96f632,96.0,4.0
40578fbf4c594ee242e5cd224b077c10,0.0,100.0
413894b7e2c6dfc6e8a0e9f18287e3c4,0.0,100.0
41c4601149dbd30948a810b8a7843284,100.0,0.0
